Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.choice_1,Answer.choice_10,Answer.choice_11,Answer.choice_12,Answer.choice_13,Answer.choice_14,Answer.choice_15,Answer.choice_16,Answer.choice_17,Answer.choice_18,Answer.choice_19,Answer.choice_2,Answer.choice_20,Answer.choice_3,Answer.choice_4,Answer.choice_5,Answer.choice_6,Answer.choice_7,Answer.choice_8,Answer.choice_9,Answer.comments,Answer.display.screenHeight,Answer.display.screenWidth,Answer.pic_0,Answer.pic_1,Answer.pic_10,Answer.pic_11,Answer.pic_12,Answer.pic_13,Answer.pic_14,Answer.pic_15,Answer.pic_16,Answer.pic_17,Answer.pic_18,Answer.pic_19,Answer.pic_2,Answer.pic_20,Answer.pic_21,Answer.pic_22,Answer.pic_23,Answer.pic_24,Answer.pic_25,Answer.pic_26,Answer.pic_27,Answer.pic_28,Answer.pic_29,Answer.pic_3,Answer.pic_30,Answer.pic_31,Answer.pic_32,Answer.pic_33,Answer.pic_34,Answer.pic_35,Answer.pic_36,Answer.pic_37,Answer.pic_38,Answer.pic_39,Answer.pic_4,Answer.pic_40,Answer.pic_41,Answer.pic_42,Answer.pic_43,Answer.pic_44,Answer.pic_45,Answer.pic_46,Answer.pic_47,Answer.pic_48,Answer.pic_49,Answer.pic_5,Answer.pic_50,Answer.pic_51,Answer.pic_52,Answer.pic_53,Answer.pic_54,Answer.pic_55,Answer.pic_56,Answer.pic_57,Answer.pic_58,Answer.pic_59,Answer.pic_6,Answer.pic_60,Answer.pic_61,Answer.pic_62,Answer.pic_63,Answer.pic_64,Answer.pic_65,Answer.pic_66,Answer.pic_67,Answer.pic_68,Answer.pic_69,Answer.pic_7,Answer.pic_70,Answer.pic_71,Answer.pic_72,Answer.pic_73,Answer.pic_74,Answer.pic_75,Answer.pic_76,Answer.pic_77,Answer.pic_78,Answer.pic_79,Answer.pic_8,Answer.pic_80,Answer.pic_81,Answer.pic_82,Answer.pic_83,Answer.pic_84,Answer.pic_85,Answer.pic_86,Answer.pic_87,Answer.pic_88,Answer.pic_89,Answer.pic_9,Answer.pic_90,Answer.pic_91,Answer.pic_92,Answer.pic_93,Answer.pic_94,Answer.pic_95,Answer.pic_96,Answer.pic_97,Answer.pic_98,Answer.pic_99,Answer.repic_1,Answer.repic_10,Answer.repic_11,Answer.repic_12,Answer.repic_13,Answer.repic_14,Answer.repic_15,Answer.repic_16,Answer.repic_17,Answer.repic_18,Answer.repic_19,Answer.repic_2,Answer.repic_20,Answer.repic_3,Answer.repic_4,Answer.repic_5,Answer.repic_6,Answer.repic_7,Answer.repic_8,Answer.repic_9,Answer.rt_0,Answer.rt_1,Answer.rt_10,Answer.rt_11,Answer.rt_12,Answer.rt_13,Answer.rt_14,Answer.rt_15,Answer.rt_16,Answer.rt_17,Answer.rt_18,Answer.rt_19,Answer.rt_2,Answer.rt_20,Answer.rt_21,Answer.rt_22,Answer.rt_23,Answer.rt_24,Answer.rt_25,Answer.rt_26,Answer.rt_27,Answer.rt_28,Answer.rt_29,Answer.rt_3,Answer.rt_30,Answer.rt_31,Answer.rt_32,Answer.rt_33,Answer.rt_34,Answer.rt_35,Answer.rt_36,Answer.rt_37,Answer.rt_38,Answer.rt_39,Answer.rt_4,Answer.rt_40,Answer.rt_41,Answer.rt_42,Answer.rt_43,Answer.rt_44,Answer.rt_45,Answer.rt_46,Answer.rt_47,Answer.rt_48,Answer.rt_49,Answer.rt_5,Answer.rt_50,Answer.rt_51,Answer.rt_52,Answer.rt_53,Answer.rt_54,Answer.rt_55,Answer.rt_56,Answer.rt_57,Answer.rt_58,Answer.rt_59,Answer.rt_6,Answer.rt_60,Answer.rt_61,Answer.rt_62,Answer.rt_63,Answer.rt_64,Answer.rt_65,Answer.rt_66,Answer.rt_67,Answer.rt_68,Answer.rt_69,Answer.rt_7,Answer.rt_70,Answer.rt_71,Answer.rt_72,Answer.rt_73,Answer.rt_74,Answer.rt_75,Answer.rt_76,Answer.rt_77,Answer.rt_78,Answer.rt_79,Answer.rt_8,Answer.rt_80,Answer.rt_81,Answer.rt_82,Answer.rt_83,Answer.rt_84,Answer.rt_85,Answer.rt_86,Answer.rt_87,Answer.rt_88,Answer.rt_89,Answer.rt_9,Answer.rt_90,Answer.rt_91,Answer.rt_92,Answer.rt_93,Answer.rt_94,Answer.rt_95,Answer.rt_96,Answer.rt_97,Answer.rt_98,Answer.rt_99,Approve,Reject
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,37TD41K0AIKI2DN8N2XMYMXJ36LSC9,A2KBDMSS91OUPE,Submitted,Mon Apr 02 19:18:17 PDT 2018,Mon Apr 02 19:24:32 PDT 2018,Thu Apr 05 19:24:32 PDT 2018,,,,375,0% (0/0),0% (0/0),0% (0/0),0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,{},768,1366,-7,-26,-44,20,1,-8,9,32,33,-39,-14,6,8,-29,48,-25,11,44,50,-22,19,-27,13,-42,-32,-19,-50,24,16,45,23,34,-18,14,-6,31,47,2,3,46,-5,-9,-37,7,36,25,-31,-21,17,22,38,39,-16,-45,-49,40,18,-43,-48,-41,5,-35,30,-1,-13,4,-28,-34,37,29,-40,-46,21,-17,-36,-3,10,-23,-30,-12,-47,27,-4,35,41,28,-24,-20,-11,-33,-2,26,15,-38,43,-10,12,-15,49,42,102,3,105,106,107,-36,108,-28,109,-12,12,18,110,-6,101,103,50,104,13,-5,5609,3922,2431,2769,2741,2289,2327,2700,2972,2672,2483,3120,3687,2162,2711,2732,3069,3406,2750,2031,3053,2457,2813,3607,1950,2062,2378,2597,2358,2392,2418,2592,2007,3404,3420,4646,2675,2606,2714,3797,2934,2194,1787,2030,3135,2870,2179,3042,3334,2736,2570,3692,2121,2715,3470,2688,2592,4281,2976,3092,3147,2762,2700,2330,2596,4186,2228,2261,2498,4162,2630,2713,2343,2236,2577,2084,2493,2585,2780,1308,2802,2670,2228,2949,2841,2622,1798,2742,2114,2704,1936,2713,2766,2668,3001,2311,2479,1825,2129,2837,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,37W3JXSD67JOCX5M3ZPCS2SNC7ZYW2,A1CE3DR200PXSS,Submitted,Mon Apr 02 19:22:41 PDT 2018,Mon Apr 02 19:32:10 PDT 2018,Thu Apr 05 19:32:10 PDT 2018,,,,569,100% (1/1),100% (1/1),0% (0/0),0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,{},1080,1920,32,26,5,-25,-15,-41,-7,25,35,-36,-43,-27,-33,27,24,-2,-13,-31,-20,17,-22,44,8,20,10,-5,-4,-32,15,28,42,21,29,30,-1,-8,18,12,41,7,-29,48,-40,-23,14,38,-17,22,-38,36,39,46,-49,45,-26,-42,-48,-21,-46,-14,-24,50,4,-19,-50,31,-44,-39,19,-47,-11,47,-34,-3,-18,3,16,11,37,2,-30,-35,-37,1,43,-45,9,-16,-6,49,23,33,34,-10,-12,-9,13,40,-28,6,35,45,106,105,108,-34,-50,107,-6,109,-28,26,110,102,101,42,103,17,104,-42,17627,6446,4238,3503,3030,3135,3342,5329,3686,3215,3855,4165,4367,6278,3645,3429,2511,2376,2878,2591,2527,2566,3951,3919,3086,2015,3064,2630,3295,2783,3207,3220,2647,2151,3760,3290,3319,1950,2663,4117,2907,3112,2486,2536,2575,2942,2647,2638,1910,2783,3360,2838,2215,2511,2632,2623,2990,3597,2790,1959,2007,2063,3160,2166,2247,3741,2488,3290,2743,1854,1895,3150,2039,2662,2263,3070,2431,2367,2664,3715,2478,2391,2047,4326,3351,2903,2792,1912,3470,3143,2496,3646,2351,4582,2847,2911,3942,3831,2615,4255,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,384PI804XTCY8LSSBM423LVIUIP0SR,AYQI8UYG2CKP,Submitted,Mon Apr 02 19:21:10 PDT 2018,Mon Apr 02 19:24:25 PDT 2018,Thu Apr 05 19:24:25 PDT 2018,,,,195,0% (0/0),0% (0/0),0% (0/0),1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,{},1080,1920,23,24,-35,-27,-32,47,-36,36,-29,44,-28,-6,8,1,3,-31,19,11,-14,32,-44,-43,-23,-4,-40,4,21,-49,31,-15,46,26,30,17,-10,-12,9,37,-48,25,34,-8,-21,-33,15,-41,-47,48,18,-34,49,-19,45,-24,13,22,-22,-1,-16,16,33,-9,38,6,-37,-11,-45,-46,-50,29,41,7,43,-13,-17,-38,-26,35,28,50,27,5,42,-5,-30,40,2,14,20,-20,39,-7,-25,10,12,-39,-2,-42,-3,-18,-36,-24,49,106,-38,107,108,-11,109,5,110,102,12,-6,101,17,104,-23,103,105,15320,2754,1433,1006,913,937,1019,1513,1494,1252,914,1078,2376,1992,1025,1037,921,902,942,947,933,992,941,1668,965,947,950,1071,956,985,926,1036,1253,1235,1809,2008,881,839,790,837,789,810,798,753,656,1073,621,767,893,1048,1326,1632,1633,974,1380,821,1008,1593,710,774,879,846,961,827,807,824,799,1019,865,1063,1208,1406,855,940,854,919,845,837,1283,1573,796,782,773,803,815,806,632,988,929,1438,931,956,1093,956,912,923,959,1054,908,913,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,388U7OUMF8CM76SFWX4XDBQM8G60R3,A2ZXEIWT5I1E16,Submitted,Mon Apr 02 19:20:46 PDT 2018,Mon Apr 02 19:27:19 PDT 2018,Thu Apr 05 19:27:19 PDT 2018,,,,393,0% (0/0),0% (0/0),0% (0/0),0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,"I'd like to hear about other studies! Also, the key which was used throughout the study, or the ""n"" key did not work for this comment. I had to copy and paste every ""n."" Strange.",720,1280,5,30,29,-25,-34,26,41,-15,12,-29,14,35,-33,-21,-43,40,46,-30,-37,39,-16,21,-9,-28,-27,24,31,28,8,-13,-48,-1,43,6,-41,-2,49,3,20,17,-39,-10,48,2,1,13,-44,-32,-19,10,-7,-49,4,36,-45,44,25,-3,-18,50,-46,38,22,-42,45,-47,47,42,16,19,23,9,33,-35,-22,-17,-8,-12,-23,11,-24,18,-14,32,-6,-20,15,-31,34,-36,37,-50,-11,27,-40,-38,-5,-26,-4,7,102,2,105,106,-18,107,-42,108,-40,109,32,26,110,101,-36,103,-21,-9,104,36,3929,2416,1535,1567,1541,1020,982,969,1059,1304,1612,3399,2181,1546,939,763,1120,847,821,940,896,815,900,1016,1016,1247,3750,1240,3034,1357,1070,1534,1472,1368,2321,1759,834,918,936,936,954,904,969,981,911,2119,920,901,906,871,1011,1010,1126,884,1012,1230,1225,1247,993,1069,1271,1287,1222,1175,1563,1535,1086,1132,1323,1220,1286,1593,1887,3025,942,901,868,1084,1619,1330,985,1334,1330,1401,1266,1254,1354,1078,1161,1346,1067,1007,1020,1009,1196,1195,963,1016,994,1219,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3907X2AHF1G8R3FEYS4MR4JM4V12PU,AWTA622HM0OUH,Submitted,Mon Apr 02 19:17:53 PDT 2018,Mon Apr 02 19:53:53 PDT 2018,Thu Apr 05 19:53:53 PDT 2018,,,,2160,100% (1/1),0% (0/0),0% (0/0),1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,{},768,1366,13,-13,41,4,43,9,36,-34,5,-50,34,49,-33,12,47,18,7,26,23,-36,-5,15,33,-7,10,-26,-32,-24,27,2,45,-46,-2,39,-9,22,-4,42,-28,-49,38,-8,-40,40,37,1,-22,19,3,6,-18,8,29,-27,-3,-11,-25,17,-17,-29,46,-6,-45,16,-16,35,-14,-47,28,-30,-20,-1,31,-23,-41,-31,-43,25,21,-39,-42,24,44,-12,14,11,50,-10,20,-19,32,-15,-38,-48,48,30,-44,-35,-37,-21,5,-28,105,-18,108,107,-14,31,109,-42,50,102,110,49,101,39,103,27,104,106,9799,6060,44001,10938,13320,19514,19401,9392,13528,7885,17302,15295,6855,10752,9044,11321,18205,13522,12156,15797,9748,9969,20403,7179,9450,8867,10760,10062,8263,9141,8785,7944,6563,7701,10823,9498,9766,8803,6948,6797,7658,5495,8268,12138,29895,15295,7939,9124,3998,2494,3845,4333,5789,2805,2672,4758,10809,5351,3404,3666,3690,2818,3560,3293,4163,2976,9804,12824,2492,2275,2393,2680,2777,3083,3028,2677,2646,5330,11995,4027,2008,3136,2996,2856,3258,2965,2539,2845,3721,10970,2699,2531,2191,2669,7459,3793,2363,2984,4759,3027,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,392CY0QWG22QDV7XPBXQBMF82V2I4U,A2QIZ31TMHU0GD,Submitted,Mon Apr 02 19:16:06 PDT 2018,Mon Apr 02 19:57:32 PDT 2018,Thu Apr 05 19:57:32 PDT 2018,,,,2486,100% (14/14),100% (1/1),100% (1/1),1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,Good work,768,1366,11,37,-49,41,-9,48,-40,31,-26,27,13,-41,38,-31,20,2,-46,19,-25,-29,-15,24,-4,16,42,43,-47,5,9,23,34,-24,-11,29,1,-33,-42,-36,-37,17,-7,44,28,36,-38,-22,39,3,-28,8,-32,32,-50,15,-39,-23,46,-18,-8,40,-6,10,-17,-10,-2,-21,-34,6,-20,-35,12,-43,-5,45,-30,-44,35,-27,14,-1,47,21,-12,49,26,-13,22,-48,4,33,7,-45,-19,-16,30,-14,50,25,18,-3,37,106,-39,36,-21,-8,108,107,109,18,49,-22,110,101,102,103,19,-47,104,105,1182,1966,1028,938,809,861,773,814,818,827,813,822,1862,3268,2375,1297,1094,1370,1208,1141,1486,1327,1109,1392,1094,1000,1017,1173,843,1015,890,1017,969,968,1323,2188,892,2888,1172,1031,862,904,829,803,804,1281,781,781,797,788,861,821,753,808,773,814,1625,534,1166,787,809,762,765,691,748,760,769,1498,782,767,797,813,837,839,809,904,843,1015,1738,1326,889,1041,814,768,752,769,762,799,800,1160,788,817,794,833,1158,1026,989,842,1036,1002,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,39GXDJN2OUPWI2EZ0LMM7NL7CJUV8B,A19D89YNO9Z52K,Submitted,Mon Apr 02 19:21:21 PDT 2018,Mon Apr 02 19:25:53 PDT 2018,Thu Apr 05 19:25:53 PDT 2018,,,,272,0% (0/0),0% (0/0),0% (0/0),0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,{},800,1280,38,29,-5,23,30,-32,-12,-24,41,-2,48,46,-46,24,19,10,40,-25,35,-3,27,-33,9,-22,-8,-41,-50,-30,-11,-47,-14,37,2,7,17,-37,11,6,25,-34,-6,-21,-45,14,-16,-1,-40,39,-20,-27,-43,4,-31,-4,-29,22,-10,45,32,31,12,-17,-49,18,-19,47,28,-44,13,34,-13,-18,50,-28,-23,15,26,33,-42,5,-7,-48,36,-36,-9,21,1,8,3,49,-38,-35,43,44,16,-39,42,-26,20,-15,-5,106,-31,105,107,108,34,26,42,110,-9,101,109,102,30,104,-30,103,-3,-34,3718,2700,1006,1046,950,892,932,1326,990,1126,1142,1106,1150,2660,1414,1166,1222,1188,982,932,1140,1148,1278,1278,1086,996,1036,1006,870,886,866,916,1278,1126,1274,1484,1128,996,1182,1116,1060,1014,998,1078,1206,1398,1174,1062,1270,1102,1134,1142,1054,1110,1542,1174,1366,1210,1534,1016,1118,1094,1164,1064,1102,1086,1054,1030,1238,1078,1150,1062,1198,1014,988,1480,1180,1622,1138,2562,1166,1078,1862,950,950,918,1094,2798,910,1644,926,950,958,1918,1270,1078,1054,958,1134,1046,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,39K0FND3AIQRB3D5JR59GI8PBEIAMD,AVD6HMIO1HLFI,Submitted,Mon Apr 02 19:15:55 PDT 2018,Mon Apr 02 19:31:42 PDT 2018,Thu Apr 05 19:31:42 PDT 2018,,,,947,100% (5/5),0% (0/0),0% (0/0),0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,{},1080,1920,-27,48,28,32,15,-39,18,14,31,-47,17,8,-17,43,4,27,-34,-50,45,23,16,29,46,37,30,-25,24,-22,-9,-41,33,-32,3,-49,11,42,-31,25,35,-4,20,-16,-2,-12,-18,-28,-6,-15,-44,21,12,-40,-36,34,6,50,-19,-3,-42,-29,19,22,-24,39,40,-13,-43,-20,2,-10,-37,38,-21,-11,49,-45,7,9,-33,-5,-38,-46,-7,13,-1,-14,-35,-8,-30,5,41,10,36,1,-48,44,26,47,-23,-26,102,105,106,12,-10,-24,108,107,110,109,-7,-27,-1,101,5,3,104,103,46,50,8074,3216,2606,2176,2288,2120,2160,11664,2472,1880,1904,1664,2256,3758,2240,2048,1704,1888,2088,2016,2504,2496,1608,3336,1816,1808,2136,1488,1344,1336,1808,1712,1712,1712,3400,2918,2872,1928,2072,1864,2856,2176,4528,2248,1504,2432,1328,1688,1768,1920,2016,1560,1704,2224,1712,1840,2448,1530,1512,1912,2096,2624,2048,1800,1880,1656,1744,2336,1616,1384,1728,2544,1912,1368,1520,1400,2152,1632,2054,2150,2024,2008,1920,2512,1944,2360,2352,1968,1704,2600,1904,2184,1896,1808,1648,2032,2008,1968,1752,1680,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,39L1G8WVWR2UVTSVHQ719I6G7UW133,A22LAQOA33K668,Submitted,Mon Apr 02 19:23:06 PDT 2018,Mon Apr 02 19:35:12 PDT 2018,Thu Apr 05 19:35:12 PDT 2018,,,,726,0% (0/0),0% (0/0),0% (0/0),0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,{},900,1600,-19,37,-8,15,-9,-39,41,1,20,7,-33,32,-43,-37,45,-5,35,9,-25,50,22,-11,-4,-15,23,-12,25,6,-24,-21,16,46,-34,-49,47,17,28,-14,-23,-18,-10,-2,-47,-7,5,-26,31,19,-42,29,3,-17,12,-29,40,-1,36,-20,-16,2,-38,13,-30,-45,34,48,10,-41,38,44,-35,-40,11,-3,30,24,43,-31,-36,-27,-48,49,-6,-46,14,42,8,-28,18,-22,33,-32,4,-13,-44,27,26,39,-50,21,102,106,-10,19,108,107,-30,-45,49,109,110,37,-27,101,1,25,104,6,103,105,6764,6013,4848,4590,5999,4862,4318,3903,4112,4079,4992,4366,4302,9363,10256,3632,3727,4047,4640,3424,3214,3215,3247,4831,3311,3279,3120,3743,3231,3119,3119,3504,3006,3151,5280,6080,3119,3024,3134,2943,4638,3791,3023,3264,4783,4973,2735,2830,3470,3007,2384,2656,2543,3087,3135,2720,4593,5621,2879,2654,2399,2240,2272,3215,2831,2719,1982,4896,2173,2528,2144,2079,1984,2159,2144,2287,1904,2191,5615,4447,2622,2591,2161,2015,2544,2016,1903,1999,1870,4687,2432,1954,1999,2065,1967,2848,2079,2319,2383,1935,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,39L1G8WVWR2UVTSVHQ719I6G7UW315,AX1THMSZH9Y8O,Submitted,Mon Apr 02 19:20:06 PDT 2018,Mon Apr 02 19:29:09 PDT 2018,Thu Apr 05 19:29:09 PDT 2018,,,,543,100% (4/4),100% (1/1),0% (0/0),1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,imterestimg,1080,1920,1,35,-19,32,-4,41,22,-7,18,16,-18,-50,47,15,-30,2,-10,-3,-8,21,-13,-17,31,-27,-45,-32,-2,-16,-28,-42,45,-11,5,30,33,-34,42,-37,38,20,-9,-36,-31,-14,-22,37,29,-12,9,26,-38,-25,49,12,39,14,-15,17,-29,-40,-5,11,19,50,-26,-33,3,43,24,-48,48,-41,-21,8,7,10,46,-49,36,13,40,25,27,28,34,-35,-46,-43,23,-20,-24,-44,44,-6,-39,-1,-23,4,6,-47,-19,-37,106,105,11,107,108,-5,109,-23,-47,101,110,-4,102,103,104,-10,30,29,10920,3238,3265,1998,2947,3165,3425,2563,2731,2220,1692,1627,2867,11682,4016,2701,2323,2766,2052,2859,2285,2612,3871,2226,2161,2427,3368,2198,4761,2627,3687,2874,3891,2572,3982,6140,3204,3091,3427,2843,2207,2602,2004,2981,2397,2640,2895,2146,3053,2316,2269,2376,3016,2501,2436,2887,1611,3762,3635,2334,2592,4081,3055,2110,1912,1899,2604,1964,2326,2541,3807,2674,2365,2524,2268,2241,3379,2433,3509,8328,2762,2700,3340,2743,4195,2669,2254,1415,2589,2486,1973,2077,2837,1832,2283,1700,1804,3154,3510,2811,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,39RP059MEI4WUDIXP555BTSVTX6BME,A1B9H14AV44C0G,Submitted,Mon Apr 02 20:18:11 PDT 2018,Mon Apr 02 20:30:19 PDT 2018,Thu Apr 05 20:30:19 PDT 2018,,,,728,0% (0/0),0% (0/0),0% (0/0),0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,Yes,768,1366,24,-23,44,9,7,-11,-35,10,29,-46,-31,49,41,-14,-2,34,-18,48,-24,-38,-26,17,-34,30,1,23,2,28,-45,-4,-50,-3,33,45,-36,-25,-12,-21,47,18,12,13,25,38,-5,-47,-41,-1,46,22,-32,6,5,-44,-20,-9,19,40,31,-19,15,-7,32,37,16,-40,-39,-37,-6,-15,3,-8,43,-42,-27,-30,-33,42,-10,4,14,-29,-49,11,50,-17,39,21,-43,26,36,-28,20,27,35,-16,-48,-22,8,-13,101,105,106,-25,107,-7,108,-42,-22,39,109,9,110,19,102,45,2,103,104,5,13033,5546,3430,4253,4870,3713,5755,9331,5519,7050,4522,6717,5453,6780,4763,4609,3623,5117,3596,4352,7200,6097,2875,4794,3994,4561,4094,3640,3959,4220,2977,4443,3635,3677,6876,6450,4491,4075,3368,3914,5105,4613,3768,3305,3419,8073,3498,3366,3015,3087,2933,3354,3197,5522,5182,3845,6401,4658,5212,3930,3376,5207,2870,2955,3482,3283,3305,5606,3413,3750,4465,2986,4101,2709,6017,3095,4848,3351,4455,16054,4869,3513,4603,3351,8527,4923,3465,6598,3032,4408,4301,2897,3218,3820,3155,3606,4447,4929,2347,6186,,
Psychology Experiment — Johns Hopkins University,Remember what you see! <10 minutes,"perception, experiment, psychology, survey, science, research",$0.70 ,Mon Apr 02 19:15:47 PDT 2018,120,BatchId:3178206;OriginalHitTemplateId:920937336;,3600,259200,Mon Apr 09 19:15:47 PDT 2018,,,3AMYWKA6YCXEO4ME6U3ASHV8AV7O6G,A1PB4NQJP56C7V,Submitted,Mon Apr 02 19:20:26 PDT 2018,Mon Apr 02 19:31:29 PDT 2018,Thu Apr 05 19:31:29 PDT 2018,,,,663,100% (1/1),0% (0/0),0% (0/0),1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,"Yes, worked ok.",600,1024,15,12,31,26,-43,43,48,4,-29,38,-33,-31,-36,-23,16,-34,-46,13,-2,2,-9,23,-16,21,-41,28,27,-21,9,-45,-1,-17,-49,-20,29,8,-11,-13,20,47,-44,-3,-8,41,10,33,-39,22,40,-28,18,6,-10,24,34,37,-38,-47,42,-15,50,-50,35,11,-6,-30,3,19,-22,-40,46,-27,14,49,-35,-19,39,30,-26,44,-18,25,-4,-25,-5,17,-37,45,5,-7,-12,1,36,-14,-48,-32,-24,-42,32,7,48,40,106,105,11,-35,107,108,-24,110,109,101,45,102,19,23,-49,104,103,-13,88808,29064,648,4448,4542,2492,2760,4352,2248,2072,5730,3500,12186,7676,3676,2134,3694,2284,2244,2184,2326,2546,2210,5254,3032,3038,3798,2402,1884,4254,1884,1656,1848,1228,4172,8914,2854,2434,5690,3178,1484,1192,1174,1688,1896,3304,2434,2284,2210,1444,1172,1356,1600,1984,1926,1678,2244,6656,2766,1406,3182,2670,2488,2608,2416,1678,2254,3838,1446,2032,1340,1130,2192,2632,2278,2048,2620,2392,2082,11802,2416,3218,1918,2806,1606,3686,1716,2652,2268,1766,1246,1598,1970,2868,1720,1706,2816,1642,2646,3066,,
