,subject,prolific_id,trial_type,rt,background,deviant,block_type,trial_index,fam_trial,total_rt,response,question_order,rating_type
420,SS1696357295459,,curtain-display,132.0,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_right_2.gif,deviant,28,1.0,632.0,,,
421,SS1696357616314,,preload,,,,,0,,,,,
422,SS1696357616321,,preload,,,,,0,,,,,
423,SS1696357749756,,preload,,,,,0,,,,,
424,SS1696357749764,,preload,,,,,0,,,,,
425,SS1696357889159,,preload,,,,,0,,,,,
426,SS1696357889235,,preload,,,,,0,,,,,
427,SS1696358055571,,preload,,,,,0,,,,,
428,SS1696358055575,,preload,,,,,0,,,,,
429,SS1696358055575,,fullscreen,,,,,1,,,,,
430,SS1696358055575,,instructions,2451.0,,,,2,,,,,
431,SS1696358055575,,instructions,1357.0,,,,3,,,,,
432,SS1696358055575,,curtain-display,,,,,4,,,,,
433,SS1696358055575,,curtain-display,,,,,5,,,,,
434,SS1696358055575,,curtain-display,203.0,,,,6,,703.0,,,
435,SS1696358055575,,instructions,3194.0,,,,7,,,,,
436,SS1696358055575,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,all_background,8,9.0,,,,
437,SS1696358055575,,survey-likert,5021.0,,,,9,,,{'Q0': 2},[0],background
438,SS1696358055575,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,all_background,10,9.0,,,,
439,SS1696358055575,,curtain-display,,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,all_background,11,3.0,,,,
440,SS1696358055575,,curtain-display,184.0,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,all_background,12,1.0,684.0,,,
441,SS1696358055575,,curtain-display,,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,deviant,13,3.0,,,,
442,SS1696358267055,,preload,,,,,0,,,,,
443,SS1696358267059,,preload,,,,,0,,,,,
444,SS1696358267059,,fullscreen,,,,,1,,,,,
445,SS1696358267059,,instructions,1600.0,,,,2,,,,,
446,SS1696358267059,,instructions,1923.0,,,,3,,,,,
447,SS1696358267059,,curtain-display,,,,,4,,,,,
448,SS1696358267059,,curtain-display,,,,,5,,,,,
449,SS1696358267059,,curtain-display,597.0,,,,6,,1097.0,,,
450,SS1696358286565,,preload,,,,,0,,,,,
451,SS1696358286596,,preload,,,,,0,,,,,
452,SS1696358286596,,fullscreen,,,,,1,,,,,
453,SS1696358286596,,instructions,1168.0,,,,2,,,,,
454,SS1696358286596,,instructions,1925.0,,,,3,,,,,
455,SS1696358286596,,curtain-display,,,,,4,,,,,
456,SS1696358286596,,curtain-display,,,,,5,,,,,
457,SS1696358286596,,curtain-display,2275.0,,,,6,,2775.0,,,
458,SS1696358306523,,preload,,,,,0,,,,,
459,SS1696358306548,,preload,,,,,0,,,,,
460,SS1696358306548,,fullscreen,,,,,1,,,,,
461,SS1696358306548,,instructions,1269.0,,,,2,,,,,
462,SS1696358306548,,instructions,1845.0,,,,3,,,,,
463,SS1696358306548,,curtain-display,,,,,4,,,,,
464,SS1696358306548,,curtain-display,,,,,5,,,,,
465,SS1696358306548,,curtain-display,994.0,,,,6,,1494.0,,,
466,SS1696358306548,,instructions,17117.0,,,,7,,,,,
467,SS1696358602089,,preload,,,,,0,,,,,
468,SS1696358602094,,preload,,,,,0,,,,,
469,SS1696358602094,,fullscreen,,,,,1,,,,,
470,SS1696358602094,,instructions,1369.0,,,,2,,,,,
471,SS1696358602094,,instructions,1620.0,,,,3,,,,,
472,SS1696358602094,,curtain-display,,,,,4,,,,,
473,SS1696358602094,,curtain-display,,,,,5,,,,,
474,SS1696358602094,,curtain-display,159.0,,,,6,,659.0,,,
475,SS1696358602094,,instructions,3733.0,,,,7,,,,,
476,SS1696358602094,,curtain-display,,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,deviant,8,3.0,,,,
477,SS1696358602094,,curtain-display,,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,deviant,9,3.0,,,,
478,SS1696358602094,,curtain-display,,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,deviant,10,3.0,,,,
479,SS1696358602094,,curtain-display,367.0,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,deviant,11,3.0,867.0,,,
480,SS1696358602094,,survey-likert,1730.0,,,,12,,,{'Q0': 3},[0],background
481,SS1696358602094,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,13,9.0,,,,
482,SS1696358602094,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,14,9.0,,,,
483,SS1696358602094,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,15,9.0,,,,
484,SS1696358602094,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,16,9.0,,,,
485,SS1696358602094,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,17,9.0,,,,
486,SS1696358602094,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,18,9.0,,,,
487,SS1696358602094,,curtain-display,,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,all_background,19,9.0,,,,
488,SS1696358851396,,preload,,,,,0,,,,,
489,SS1696358851392,,preload,,,,,0,,,,,
490,SS1696360475834,,preload,,,,,0,,,,,
491,SS1696360475839,,preload,,,,,0,,,,,
492,SS1696360475839,,fullscreen,,,,,1,,,,,
493,SS1696360475839,,instructions,870.0,,,,2,,,,,
494,SS1696360475839,,instructions,1954.0,,,,3,,,,,
495,SS1696360475839,,curtain-display,,,,,4,,,,,
496,SS1696360475839,,curtain-display,,,,,5,,,,,
497,SS1696360475839,,curtain-display,4798.0,,,,6,,5298.0,,,
498,SS1696360510272,,preload,,,,,0,,,,,
499,SS1696360510267,,preload,,,,,0,,,,,
500,SS1696360510272,,fullscreen,,,,,1,,,,,
501,SS1696360510272,,instructions,934.0,,,,2,,,,,
502,SS1696360510272,,instructions,11279.0,,,,3,,,,,
503,SS1696360510272,,curtain-display,,,,,4,,,,,
504,SS1696360510272,,curtain-display,,,,,5,,,,,
505,SS1696360559023,,preload,,,,,0,,,,,
506,SS1696360559017,,preload,,,,,0,,,,,
507,SS1696360559023,,fullscreen,,,,,1,,,,,
508,SS1696360559023,,instructions,856.0,,,,2,,,,,
509,SS1696360559023,,instructions,1509.0,,,,3,,,,,
510,SS1696360559023,,curtain-display,,,,,4,,,,,
511,SS1696360559023,,curtain-display,,,,,5,,,,,
512,SS1696360582991,,preload,,,,,0,,,,,
513,SS1696360582986,,preload,,,,,0,,,,,
514,SS1696360582991,,fullscreen,,,,,1,,,,,
515,SS1696360582991,,instructions,920.0,,,,2,,,,,
516,SS1696360582991,,instructions,1418.0,,,,3,,,,,
517,SS1696360582991,,curtain-display,,,,,4,,,,,
518,SS1696360582991,,curtain-display,,,,,5,,,,,
519,SS1696360582991,,curtain-display,39643.0,,,,6,,40143.0,,,
520,SS1696360582991,,instructions,38182.0,,,,7,,,,,
521,SS1696360582991,,curtain-display,,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,all_background,8,3.0,,,,
522,SS1696360582991,,curtain-display,,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,all_background,9,3.0,,,,
523,SS1696360582991,,curtain-display,,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,all_background,10,3.0,,,,
524,SS1696360582991,,curtain-display,3457.0,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,all_background,11,3.0,3957.0,,,
525,SS1696360582991,,survey-likert,3027.0,,,,12,,,{'Q0': 2},[0],background
526,SS1696360582991,,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,13,3.0,,,,
527,SS1696360582991,,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,14,3.0,,,,
528,SS1696360582991,,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,15,3.0,,,,
529,SS1696360582991,,curtain-display,60481.0,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,16,3.0,60981.0,,,
530,SS1696360582991,,survey-likert,3217.0,,,,17,,,{'Q0': 3},[0],background
531,SS1696360582991,,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,18,9.0,,,,
532,SS1696360582991,,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,19,9.0,,,,
533,SS1696360582991,,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,20,9.0,,,,
534,SS1696360582991,,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,21,9.0,,,,
535,SS1696360582991,,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,22,9.0,,,,
536,SS1696360582991,,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,23,9.0,,,,
537,SS1696360582991,,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,24,9.0,,,,
538,SS1696360582991,,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,25,9.0,,,,
539,SS1696360582991,,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,26,9.0,,,,
540,SS1696360582991,,curtain-display,6397.0,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,all_background,27,9.0,6897.0,,,
541,SS1696360582991,,survey-likert,2201.0,,,,28,,,{'Q0': 2},[0],background
542,SS1696360582991,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,29,9.0,,,,
543,SS1696360582991,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,30,9.0,,,,
544,SS1696360582991,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,31,9.0,,,,
545,SS1696360582991,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,32,9.0,,,,
546,SS1696360582991,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,33,9.0,,,,
547,SS1696360582991,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,34,9.0,,,,
548,SS1696360582991,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,35,9.0,,,,
549,SS1696360582991,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,36,9.0,,,,
550,SS1696360582991,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,37,9.0,,,,
551,SS1696360582991,,curtain-display,6478.0,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,deviant,38,9.0,6978.0,,,
552,SS1696360582991,,survey-likert,1945.0,,,,39,,,{'Q0': 2},[0],background
553,SS1696360582991,,curtain-display,,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,all_background,40,1.0,,,,
554,SS1696360582991,,curtain-display,2398.0,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,all_background,41,1.0,2898.0,,,
555,SS1696360582991,,survey-likert,2775.0,,,,42,,,{'Q0': 4},[0],background
556,SS1696360582991,,curtain-display,,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,deviant,43,1.0,,,,
557,SS1696360582991,,curtain-display,1285.0,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,deviant,44,1.0,1785.0,,,
558,SS1696360582991,,survey-likert,1811.0,,,,45,,,{'Q0': 2},[0],background
559,SS1696360582991,,html-button-response,1450.0,,,,46,,,0,,
560,SS1696360582991,,survey-text,1393.0,,,,47,,,{'Q0': 'sf'},,
561,SS1696360582991,,survey-multi-select,1788.0,,,,48,,,{'ethnicity': ['Native Hawaiian or Other Pacific Islander']},[0],
562,SS1696360582991,,survey-text,1156.0,,,,49,,,{'Q0': 'sdf'},,
563,SS1696360582991,,survey-multi-choice,2181.0,,,,50,,,{'education': 'Doctorate/Professional degree'},[0],
564,SS1696360582991,,fullscreen,,,,,51,,,,,
565,SS1696367018914,,preload,,,,,0,,,,,
566,SS1696367018906,,preload,,,,,0,,,,,
567,SS1696367111333,,preload,,,,,0,,,,,
568,SS1696367111339,,preload,,,,,0,,,,,
569,SS1696367150634,,preload,,,,,0,,,,,
570,SS1696367150641,,preload,,,,,0,,,,,
571,SS1696367255673,,preload,,,,,0,,,,,
572,SS1696367255676,,preload,,,,,0,,,,,
573,SS1696367332368,,preload,,,,,0,,,,,
574,SS1696367332372,,preload,,,,,0,,,,,
575,SS1696367425236,,preload,,,,,0,,,,,
576,SS1696367425241,,preload,,,,,0,,,,,
577,SS1696367502508,,preload,,,,,0,,,,,
578,SS1696367502513,,preload,,,,,0,,,,,
579,SS1696367530829,,preload,,,,,0,,,,,
580,SS1696367530836,,preload,,,,,0,,,,,
581,SS1696369404918,,preload,,,,,0,,,,,
582,SS1696369404924,,preload,,,,,0,,,,,
583,SS1696370921492,,preload,,,,,0,,,,,
584,SS1696370921498,,preload,,,,,0,,,,,
585,SS1696372118296,,preload,,,,,0,,,,,
586,SS1696372118303,,preload,,,,,0,,,,,
587,SS1696372175483,,preload,,,,,0,,,,,
588,SS1696372175490,,preload,,,,,0,,,,,
589,SS1696372326418,,preload,,,,,0,,,,,
590,SS1696372326425,,preload,,,,,0,,,,,
591,SS1696372361707,,preload,,,,,0,,,,,
592,SS1696372361713,,preload,,,,,0,,,,,
593,SS1696372428578,,preload,,,,,0,,,,,
594,SS1696372428585,,preload,,,,,0,,,,,
595,SS1696375436795,,preload,,,,,0,,,,,
596,SS1696375436801,,preload,,,,,0,,,,,
597,SS1696375452258,,preload,,,,,0,,,,,
598,SS1696375452265,,preload,,,,,0,,,,,
599,SS1696375843056,,preload,,,,,0,,,,,
600,SS1696375843061,,preload,,,,,0,,,,,
601,SS1696375843061,,fullscreen,,,,,1,,,,,
602,SS1696375843061,,instructions,1237.0,,,,2,,,,,
603,SS1696375843061,,instructions,1514.0,,,,3,,,,,
604,SS1696375843061,,curtain-display,,,,,4,,,,,
605,SS1696375843061,,curtain-display,,,,,5,,,,,
606,SS1696375843061,,curtain-display,434.0,,,,6,,934.0,,,
607,SS1696375843061,,instructions,3235.0,,,,7,,,,,
608,SS1696375843061,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,8,9.0,,,,
609,SS1696375843061,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,9,9.0,,,,
610,SS1696375843061,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,10,9.0,,,,
611,SS1696375843061,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,11,9.0,,,,
612,SS1696375843061,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,12,9.0,,,,
613,SS1696375843061,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,13,9.0,,,,
614,SS1696375843061,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,14,9.0,,,,
615,SS1696375843061,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,15,9.0,,,,
616,SS1696375843061,,curtain-display,,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,16,9.0,,,,
617,SS1696375843061,,curtain-display,2116.0,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,all_background,17,9.0,2616.0,,,
618,SS1696376640678,,preload,,,,,0,,,,,
619,SS1696376640698,,preload,,,,,0,,,,,
620,SS1696458906281,,preload,,,,,0,,,,,
621,SS1696458906285,,preload,,,,,0,,,,,
622,SS1696458906285,,fullscreen,,,,,1,,,,,
623,SS1696458906285,,instructions,3429.0,,,,2,,,,,
624,SS1696458906285,,instructions,2079.0,,,,3,,,,,
625,SS1696458906285,,curtain-display,,,,,4,,,,,
626,SS1696458906285,,curtain-display,,,,,5,,,,,
627,SS1696458906285,,curtain-display,431.0,,,,6,,931.0,,,
628,SS1696458906285,,instructions,3590.0,,,,7,,,,,
629,SS1696458906285,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,all_background,8,3.0,,,,
630,SS1696458906285,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,all_background,9,3.0,,,,
631,SS1696458906285,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,all_background,10,3.0,,,,
632,SS1696458906285,,curtain-display,,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,all_background,11,3.0,,,,
633,SS1696458906285,,survey-likert,,,,,12,,,,,background
634,SS1696458906285,,curtain-display,,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,deviant,13,9.0,,,,
635,SS1696458906285,,curtain-display,,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,deviant,14,9.0,,,,
636,SS1696458906285,,curtain-display,,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,deviant,15,9.0,,,,
637,SS1696521237177,,preload,,,,,0,,,,,
638,SS1696521237181,,preload,,,,,0,,,,,
639,SS1696529192179,5d28701c573e380001514923,preload,,,,,0,,,,,
640,SS1696529192170,5d28701c573e380001514923,preload,,,,,0,,,,,
641,SS1696529210541,61170fc882aceb0cbcfebe6e,preload,,,,,0,,,,,
642,SS1696529210551,61170fc882aceb0cbcfebe6e,preload,,,,,0,,,,,
643,SS1696529215741,5f3f051d2b1f171e336d114a,preload,,,,,0,,,,,
644,SS1696529215750,5f3f051d2b1f171e336d114a,preload,,,,,0,,,,,
645,SS1696529215750,5f3f051d2b1f171e336d114a,fullscreen,,,,,1,,,,,
646,SS1696529195832,607e00d9883d3e470ccb5763,preload,,,,,0,,,,,
647,SS1696529195877,607e00d9883d3e470ccb5763,preload,,,,,0,,,,,
648,SS1696529215750,5f3f051d2b1f171e336d114a,instructions,16396.0,,,,2,,,,,
649,SS1696529195877,607e00d9883d3e470ccb5763,fullscreen,,,,,1,,,,,
650,SS1696529195877,607e00d9883d3e470ccb5763,instructions,26565.0,,,,2,,,,,
651,SS1696529215750,5f3f051d2b1f171e336d114a,instructions,37551.0,,,,3,,,,,
652,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,,,,4,,,,,
653,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,,,,5,,,,,
654,SS1696529210551,61170fc882aceb0cbcfebe6e,fullscreen,,,,,1,,,,,
655,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,6364.0,,,,6,,6864.0,,,
656,SS1696529192179,5d28701c573e380001514923,fullscreen,,,,,1,,,,,
657,SS1696529192179,5d28701c573e380001514923,instructions,6207.0,,,,2,,,,,
658,SS1696529195877,607e00d9883d3e470ccb5763,instructions,34327.0,,,,3,,,,,
659,SS1696529195877,607e00d9883d3e470ccb5763,curtain-display,,,,,4,,,,,
660,SS1696529195877,607e00d9883d3e470ccb5763,curtain-display,,,,,5,,,,,
661,SS1696529210551,61170fc882aceb0cbcfebe6e,instructions,39715.0,,,,2,,,,,
662,SS1696529215750,5f3f051d2b1f171e336d114a,instructions,32777.0,,,,7,,,,,
663,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,8,9.0,,,,
664,SS1696529207583,5ffdf54a500d7740e02f3639,preload,,,,,0,,,,,
665,SS1696529207608,5ffdf54a500d7740e02f3639,preload,,,,,0,,,,,
666,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,9,9.0,,,,
667,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,10,9.0,,,,
668,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,11,9.0,,,,
669,SS1696529192179,5d28701c573e380001514923,instructions,40170.0,,,,3,,,,,
670,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,12,9.0,,,,
671,SS1696529192179,5d28701c573e380001514923,curtain-display,,,,,4,,,,,
672,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,13,9.0,,,,
673,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,14,9.0,,,,
674,SS1696529192179,5d28701c573e380001514923,curtain-display,,,,,5,,,,,
675,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,15,9.0,,,,
676,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,16,9.0,,,,
677,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,1123.0,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,all_background,17,9.0,1623.0,,,
678,SS1696529215750,5f3f051d2b1f171e336d114a,survey-likert,,,,,18,,,,,background
679,SS1696529192179,5d28701c573e380001514923,curtain-display,3961.0,,,,6,,4461.0,,,
680,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,19,3.0,,,,
681,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,20,3.0,,,,
682,SS1696529210551,61170fc882aceb0cbcfebe6e,instructions,34521.0,,,,3,,,,,
683,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,21,3.0,,,,
684,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,,,,4,,,,,
685,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,1692.0,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,deviant,22,3.0,2192.0,,,
686,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,,,,,5,,,,,
687,SS1696529186386,6090f6323a468814885fca1e,preload,,,,,0,,,,,
688,SS1696529185810,6090f6323a468814885fca1e,preload,,,,,0,,,,,
689,SS1696529210551,61170fc882aceb0cbcfebe6e,curtain-display,1808.0,,,,6,,2308.0,,,
690,SS1696529215750,5f3f051d2b1f171e336d114a,survey-likert,15398.0,,,,23,,,{'Q0': 0},[0],background
691,SS1696529186386,6090f6323a468814885fca1e,fullscreen,,,,,1,,,,,
692,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_right_1.gif,all_background,24,1.0,,,,
693,SS1696529192179,5d28701c573e380001514923,instructions,34655.0,,,,7,,,,,
694,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,4125.0,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_right_1.gif,all_background,25,1.0,4625.0,,,
695,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,8,9.0,,,,
696,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,9,9.0,,,,
697,SS1696529186386,6090f6323a468814885fca1e,instructions,16039.0,,,,2,,,,,
698,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,10,9.0,,,,
699,SS1696529215750,5f3f051d2b1f171e336d114a,survey-likert,9067.0,,,,26,,,{'Q0': 1},[0],background
700,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,11,9.0,,,,
701,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,27,1.0,,,,
702,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,12,9.0,,,,
703,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,3074.0,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,deviant,28,1.0,3574.0,,,
704,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,13,9.0,,,,
705,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,14,9.0,,,,
706,SS1696529215750,5f3f051d2b1f171e336d114a,survey-likert,,,,,29,,,,,background
707,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,15,9.0,,,,
708,SS1696529207608,5ffdf54a500d7740e02f3639,fullscreen,,,,,1,,,,,
709,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,16,9.0,,,,
710,SS1696529215750,5f3f051d2b1f171e336d114a,curtain-display,,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,all_background,30,3.0,,,,
711,SS1696529192179,5d28701c573e380001514923,curtain-display,,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,deviant,17,9.0,,,,
